topic_id,topic_name,oss_id,version_id,version_name,file_id,file_name,nbr_download
4,Development,37,615,joda-time-hibernate-1.1,1043,joda-time-hibernate-1.1.tar.gz,2001
4,Development,37,616,joda-time-hibernate-1.0,1044,joda-time-hibernate-1.0.zip,2249
4,Development,37,616,joda-time-hibernate-1.0,1045,joda-time-hibernate-1.0.tar.gz,2249
4,Development,37,616,joda-time-hibernate-1.0,1046,joda-time-hibernate-1.0-src.zip,2249
4,Development,37,616,joda-time-hibernate-1.0,1047,joda-time-hibernate-1.0-src.tar.gz,2249
4,Development,37,617,joda-time-hibernate-0.8,1048,joda-time-hibernate-0.8.zip,2243
4,Development,37,617,joda-time-hibernate-0.8,1049,joda-time-hibernate-0.8.tar.gz,2243
4,Development,37,617,joda-time-hibernate-0.8,1050,joda-time-hibernate-0.8-src.zip,2243
4,Development,37,617,joda-time-hibernate-0.8,1051,joda-time-hibernate-0.8-src.tar.gz,2243
4,Development,37,618,joda-time-i18n-0.1,1052,joda-time-i18n-0.1.zip,1156
4,Development,37,618,joda-time-i18n-0.1,1053,joda-time-i18n-0.1.tar.gz,1156
4,Development,37,618,joda-time-i18n-0.1,1054,joda-time-i18n-0.1-src.zip,1156
4,Development,37,618,joda-time-i18n-0.1,1055,joda-time-i18n-0.1-src.tar.gz,1156
5,"Home and Education",41,619,PIPEv4.3.0,1056,PIPEv4.3.0.zip,41049
5,"Home and Education",41,619,PIPEv4.3.0,1057,PIPEv4.3.0_src.zip,41049
5,"Home and Education",41,620,PIPEv4.2.2,1058,PIPEv4.2.2.zip,423
5,"Home and Education",41,621,PIPE_Examples,1059,PIPE_Examples.zip,138
5,"Home and Education",41,622,PIPEv4.2.1,1060,PIPEv4.2.1_src.zip,12467
5,"Home and Education",41,622,PIPEv4.2.1,1061,PIPEv4.2.1.zip,12467
5,"Home and Education",41,623,PIPEv4.2,1062,PIPEv4.2_src.zip,119
5,"Home and Education",41,623,PIPEv4.2,1063,PIPEv4.2.zip,119
5,"Home and Education",41,624,PIPEv4.1,1064,PIPEv4.1_src.zip,3461
5,"Home and Education",41,624,PIPEv4.1,1065,PIPEv4.1.zip,3461
5,"Home and Education",41,625,PIPEv4,1066,PIPEv4_src.zip,91
5,"Home and Education",41,625,PIPEv4,1067,PIPEv4.zip,91
5,"Home and Education",41,626,"Pipe 3.0",1068,"Pipe 3.0.zip",12994
5,"Home and Education",41,627,pipe25_rc5,1069,pipe25_rc5.zip,28687
5,"Home and Education",41,628,PipeV2-45,1070,PipeV2-45.zip,2476
5,"Home and Education",41,629,PipeV2-4,1071,PipeV2-4.zip,2323
5,"Home and Education",41,630,PipeV2-3,1072,PipeV2-3.zip,469
5,"Home and Education",41,631,PIPE_V2.1,1073,PIPE_V2.1.zip,779
5,"Home and Education",41,632,PIPE2_V2_0,1074,PIPE2_V2_0.zip,5702
5,"Home and Education",41,633,Pipe2_v1_5,1075,Pipe2_v1_5.zip,334
5,"Home and Education",41,634,Pipe2v1_4,1076,Pipe2v1_4.zip,99
5,"Home and Education",41,635,Pipe2v1_3,1077,Pipe2v1_3.zip,64
5,"Home and Education",41,636,Pipe2V1_2,1078,Pipe2V1_2.zip,76
5,"Home and Education",41,637,Pipe2v1_1,1079,Pipe2v1_1.zip,127
5,"Home and Education",41,638,Pipe2v1_01,1080,Pipe2v1_01.zip,120
5,"Home and Education",41,639,PIPE2_v1.0,1081,PIPE2_v1.0.zip,167
