Cod_topico,topico,Subtopico,Sub_topico,Oss,ano,Contribucion
6,Games,40,"First Person Shooters",1,2016,1
6,Games,40,"First Person Shooters",1,2016,1
6,Games,40,"First Person Shooters",1,2015,1
6,Games,40,"First Person Shooters",1,2015,1
6,Games,40,"First Person Shooters",1,2015,1
6,Games,40,"First Person Shooters",1,2015,1
6,Games,40,"First Person Shooters",1,2015,1
6,Games,40,"First Person Shooters",1,2015,1
6,Games,40,"First Person Shooters",1,2015,1
6,Games,40,"First Person Shooters",1,2015,1
6,Games,40,"First Person Shooters",1,2015,1
6,Games,40,"First Person Shooters",1,2015,1
6,Games,40,"First Person Shooters",1,2015,1
6,Games,40,"First Person Shooters",1,2015,1
6,Games,40,"First Person Shooters",1,2014,1
6,Games,40,"First Person Shooters",1,2014,1
6,Games,40,"First Person Shooters",1,2014,1
6,Games,40,"First Person Shooters",1,2014,1
6,Games,40,"First Person Shooters",1,2014,1
6,Games,40,"First Person Shooters",1,2014,1
6,Games,40,"First Person Shooters",1,2014,1
6,Games,40,"First Person Shooters",1,2014,1
6,Games,40,"First Person Shooters",1,2014,1
6,Games,40,"First Person Shooters",1,2014,1
6,Games,40,"First Person Shooters",1,2014,1
6,Games,40,"First Person Shooters",1,2014,1
6,Games,40,"First Person Shooters",1,2014,1
6,Games,40,"First Person Shooters",1,2014,1
6,Games,40,"First Person Shooters",1,2014,1
6,Games,40,"First Person Shooters",1,2014,1
6,Games,40,"First Person Shooters",1,2014,1
6,Games,40,"First Person Shooters",1,2014,1
6,Games,40,"First Person Shooters",1,2014,1
6,Games,40,"First Person Shooters",1,2014,1
6,Games,40,"First Person Shooters",1,2014,1
8,"Science and Engineering",72,Bio-Informatics,7,2016,7
8,"Science and Engineering",72,Bio-Informatics,7,2016,7
8,"Science and Engineering",72,Bio-Informatics,7,2016,7
8,"Science and Engineering",72,Bio-Informatics,7,2016,7
8,"Science and Engineering",72,Bio-Informatics,7,2016,7
8,"Science and Engineering",72,Bio-Informatics,7,2015,7
8,"Science and Engineering",72,Bio-Informatics,7,2015,7
8,"Science and Engineering",72,Bio-Informatics,7,2015,7
8,"Science and Engineering",72,Bio-Informatics,7,2015,7
8,"Science and Engineering",72,Bio-Informatics,7,2015,7
8,"Science and Engineering",72,Bio-Informatics,7,2015,7
8,"Science and Engineering",72,Bio-Informatics,7,2015,7
8,"Science and Engineering",72,Bio-Informatics,7,2015,7
8,"Science and Engineering",72,Bio-Informatics,7,2015,7
8,"Science and Engineering",72,Bio-Informatics,7,2015,7
8,"Science and Engineering",72,Bio-Informatics,7,2015,7
8,"Science and Engineering",72,Bio-Informatics,7,2015,7
8,"Science and Engineering",72,Bio-Informatics,7,2015,7
8,"Science and Engineering",72,Bio-Informatics,7,2015,7
8,"Science and Engineering",72,Bio-Informatics,7,2015,7
8,"Science and Engineering",72,Bio-Informatics,7,2015,7
8,"Science and Engineering",72,Bio-Informatics,7,2015,7
8,"Science and Engineering",72,Bio-Informatics,7,2015,7
8,"Science and Engineering",72,Bio-Informatics,7,2015,7
8,"Science and Engineering",72,Bio-Informatics,7,2015,7
8,"Science and Engineering",72,Bio-Informatics,7,2015,7
8,"Science and Engineering",72,Bio-Informatics,7,2015,7
8,"Science and Engineering",72,Bio-Informatics,7,2015,7
8,"Science and Engineering",72,Bio-Informatics,7,2015,7
8,"Science and Engineering",72,Bio-Informatics,7,2015,7
8,"Science and Engineering",72,Bio-Informatics,7,2015,7
8,"Science and Engineering",72,Bio-Informatics,7,2015,7
8,"Science and Engineering",72,Bio-Informatics,7,2015,7
8,"Science and Engineering",72,Bio-Informatics,7,2015,7
8,"Science and Engineering",72,Bio-Informatics,7,2015,7
6,Games,55,Sports,13,2016,13
6,Games,55,Sports,13,2016,13
6,Games,55,Sports,13,2016,13
6,Games,55,Sports,13,2016,13
6,Games,55,Sports,13,2016,13
6,Games,55,Sports,13,2016,13
6,Games,55,Sports,13,2016,13
6,Games,55,Sports,13,2016,13
6,Games,55,Sports,13,2016,13
6,Games,55,Sports,13,2016,13
6,Games,55,Sports,13,2016,13
6,Games,55,Sports,13,2016,13
6,Games,55,Sports,13,2016,13
6,Games,55,Sports,13,2016,13
6,Games,55,Sports,13,2016,13
6,Games,55,Sports,13,2016,13
6,Games,55,Sports,13,2016,13
6,Games,55,Sports,13,2016,13
6,Games,55,Sports,13,2016,13
6,Games,55,Sports,13,2016,13
6,Games,55,Sports,13,2016,13
6,Games,55,Sports,13,2016,13
6,Games,55,Sports,13,2016,13
6,Games,55,Sports,13,2016,13
6,Games,55,Sports,13,2016,13
6,Games,55,Sports,13,2016,13
6,Games,55,Sports,13,2016,13
6,Games,55,Sports,13,2016,13
6,Games,55,Sports,13,2016,13
6,Games,55,Sports,13,2016,13
6,Games,55,Sports,13,2016,13
6,Games,55,Sports,13,2016,13
6,Games,55,Sports,13,2016,13
6,Games,55,Sports,13,2016,13
6,Games,55,Sports,13,2016,13
10,"System Administration",94,Emulators,36,2016,36
10,"System Administration",94,Emulators,36,2016,36
10,"System Administration",94,Emulators,36,2015,36
5,"Home and Education",35,Education,41,2015,41
5,"Home and Education",35,Education,41,2015,41
5,"Home and Education",35,Education,41,2015,41
5,"Home and Education",35,Education,41,2015,41
5,"Home and Education",35,Education,41,2015,41
5,"Home and Education",35,Education,41,2015,41
5,"Home and Education",35,Education,41,2015,41
5,"Home and Education",35,Education,41,2015,41
5,"Home and Education",35,Education,41,2015,41
5,"Home and Education",35,Education,41,2015,41
5,"Home and Education",35,Education,41,2015,41
5,"Home and Education",35,Education,41,2015,41
5,"Home and Education",35,Education,41,2014,41
5,"Home and Education",35,Education,41,2014,41
5,"Home and Education",35,Education,41,2014,41
5,"Home and Education",35,Education,41,2014,41
5,"Home and Education",35,Education,41,2014,41
5,"Home and Education",35,Education,41,2014,41
5,"Home and Education",35,Education,41,2014,41
5,"Home and Education",35,Education,41,2014,41
5,"Home and Education",35,Education,41,2014,41
5,"Home and Education",35,Education,41,2014,41
5,"Home and Education",35,Education,41,2014,41
5,"Home and Education",35,Education,41,2014,41
5,"Home and Education",35,Education,41,2014,41
5,"Home and Education",35,Education,41,2014,41
5,"Home and Education",35,Education,41,2014,41
5,"Home and Education",35,Education,41,2014,41
5,"Home and Education",35,Education,41,2014,41
5,"Home and Education",35,Education,41,2014,41
5,"Home and Education",35,Education,41,2014,41
5,"Home and Education",35,Education,41,2014,41
5,"Home and Education",35,Education,41,2014,41
5,"Home and Education",35,Education,41,2014,41
5,"Home and Education",35,Education,41,2014,41
10,"System Administration",109,Storage,45,2016,45
10,"System Administration",109,Storage,45,2016,45
10,"System Administration",109,Storage,45,2016,45
10,"System Administration",109,Storage,45,2016,45
10,"System Administration",109,Storage,45,2016,45
10,"System Administration",109,Storage,45,2016,45
10,"System Administration",109,Storage,45,2016,45
10,"System Administration",109,Storage,45,2016,45
10,"System Administration",109,Storage,45,2016,45
10,"System Administration",109,Storage,45,2016,45
10,"System Administration",109,Storage,45,2016,45
10,"System Administration",109,Storage,45,2016,45
10,"System Administration",109,Storage,45,2016,45
10,"System Administration",109,Storage,45,2016,45
10,"System Administration",109,Storage,45,2016,45
10,"System Administration",109,Storage,45,2016,45
10,"System Administration",109,Storage,45,2016,45
10,"System Administration",109,Storage,45,2016,45
10,"System Administration",109,Storage,45,2016,45
10,"System Administration",109,Storage,45,2016,45
10,"System Administration",109,Storage,45,2016,45
10,"System Administration",109,Storage,45,2016,45
10,"System Administration",109,Storage,45,2016,45
10,"System Administration",109,Storage,45,2016,45
10,"System Administration",109,Storage,45,2016,45
10,"System Administration",109,Storage,45,2016,45
10,"System Administration",109,Storage,45,2016,45
10,"System Administration",109,Storage,45,2016,45
10,"System Administration",109,Storage,45,2016,45
10,"System Administration",109,Storage,45,2016,45
10,"System Administration",109,Storage,45,2016,45
10,"System Administration",109,Storage,45,2016,45
10,"System Administration",109,Storage,45,2016,45
10,"System Administration",109,Storage,45,2016,45
6,Games,41,"Turn Based Strategy",49,2016,49
6,Games,41,"Turn Based Strategy",49,2016,49
6,Games,41,"Turn Based Strategy",49,2016,49
6,Games,41,"Turn Based Strategy",49,2016,49
6,Games,41,"Turn Based Strategy",49,2016,49
6,Games,41,"Turn Based Strategy",49,2016,49
6,Games,41,"Turn Based Strategy",49,2016,49
6,Games,41,"Turn Based Strategy",49,2016,49
6,Games,41,"Turn Based Strategy",49,2016,49
6,Games,41,"Turn Based Strategy",49,2016,49
6,Games,41,"Turn Based Strategy",49,2016,49
6,Games,41,"Turn Based Strategy",49,2016,49
6,Games,41,"Turn Based Strategy",49,2016,49
6,Games,41,"Turn Based Strategy",49,2016,49
6,Games,41,"Turn Based Strategy",49,2016,49
6,Games,41,"Turn Based Strategy",49,2016,49
6,Games,41,"Turn Based Strategy",49,2016,49
6,Games,41,"Turn Based Strategy",49,2016,49
6,Games,41,"Turn Based Strategy",49,2016,49
6,Games,41,"Turn Based Strategy",49,2016,49
6,Games,41,"Turn Based Strategy",49,2016,49
6,Games,41,"Turn Based Strategy",49,2016,49
6,Games,41,"Turn Based Strategy",49,2016,49
6,Games,41,"Turn Based Strategy",49,2016,49
6,Games,41,"Turn Based Strategy",49,2016,49
6,Games,41,"Turn Based Strategy",49,2016,49
6,Games,41,"Turn Based Strategy",49,2016,49
6,Games,41,"Turn Based Strategy",49,2016,49
6,Games,41,"Turn Based Strategy",49,2016,49
6,Games,41,"Turn Based Strategy",49,2016,49
6,Games,41,"Turn Based Strategy",49,2016,49
6,Games,41,"Turn Based Strategy",49,2016,49
6,Games,41,"Turn Based Strategy",49,2016,49
6,Games,41,"Turn Based Strategy",49,2016,49
6,Games,41,"Turn Based Strategy",49,2016,49
8,"Science and Engineering",72,Bio-Informatics,52,2016,52
8,"Science and Engineering",72,Bio-Informatics,52,2016,52
8,"Science and Engineering",72,Bio-Informatics,52,2016,52
8,"Science and Engineering",72,Bio-Informatics,52,2016,52
8,"Science and Engineering",72,Bio-Informatics,52,2016,52
8,"Science and Engineering",72,Bio-Informatics,52,2016,52
8,"Science and Engineering",72,Bio-Informatics,52,2016,52
8,"Science and Engineering",72,Bio-Informatics,52,2016,52
8,"Science and Engineering",72,Bio-Informatics,52,2016,52
8,"Science and Engineering",72,Bio-Informatics,52,2016,52
8,"Science and Engineering",72,Bio-Informatics,52,2016,52
8,"Science and Engineering",72,Bio-Informatics,52,2016,52
8,"Science and Engineering",72,Bio-Informatics,52,2016,52
8,"Science and Engineering",72,Bio-Informatics,52,2016,52
8,"Science and Engineering",72,Bio-Informatics,52,2016,52
8,"Science and Engineering",72,Bio-Informatics,52,2016,52
8,"Science and Engineering",72,Bio-Informatics,52,2016,52
8,"Science and Engineering",72,Bio-Informatics,52,2016,52
8,"Science and Engineering",72,Bio-Informatics,52,2016,52
8,"Science and Engineering",72,Bio-Informatics,52,2016,52
8,"Science and Engineering",72,Bio-Informatics,52,2016,52
8,"Science and Engineering",72,Bio-Informatics,52,2016,52
8,"Science and Engineering",72,Bio-Informatics,52,2015,52
8,"Science and Engineering",72,Bio-Informatics,52,2015,52
8,"Science and Engineering",72,Bio-Informatics,52,2016,52
8,"Science and Engineering",72,Bio-Informatics,52,2016,52
8,"Science and Engineering",72,Bio-Informatics,52,2016,52
8,"Science and Engineering",72,Bio-Informatics,52,2016,52
8,"Science and Engineering",72,Bio-Informatics,52,2016,52
8,"Science and Engineering",72,Bio-Informatics,52,2016,52
8,"Science and Engineering",72,Bio-Informatics,52,2016,52
8,"Science and Engineering",72,Bio-Informatics,52,2016,52
8,"Science and Engineering",72,Bio-Informatics,52,2016,52
8,"Science and Engineering",72,Bio-Informatics,52,2016,52
8,"Science and Engineering",72,Bio-Informatics,52,2016,52
4,Development,29,"Desktop Environment",58,2016,58
4,Development,29,"Desktop Environment",58,2016,58
4,Development,29,"Desktop Environment",58,2016,58
4,Development,29,"Desktop Environment",58,2016,58
4,Development,29,"Desktop Environment",58,2016,58
4,Development,29,"Desktop Environment",58,2016,58
4,Development,29,"Desktop Environment",58,2016,58
4,Development,29,"Desktop Environment",58,2014,58
4,Development,29,"Desktop Environment",58,2010,58
4,Development,29,"Desktop Environment",58,2010,58
4,Development,29,"Desktop Environment",58,2010,58
4,Development,29,"Desktop Environment",58,2010,58
4,Development,29,"Desktop Environment",58,2010,58
4,Development,29,"Desktop Environment",58,2010,58
4,Development,29,"Desktop Environment",58,2010,58
4,Development,29,"Desktop Environment",58,2010,58
4,Development,29,"Desktop Environment",58,2009,58
4,Development,29,"Desktop Environment",58,2009,58
4,Development,29,"Desktop Environment",58,2009,58
4,Development,29,"Desktop Environment",58,2009,58
4,Development,29,"Desktop Environment",58,2009,58
4,Development,29,"Desktop Environment",58,2009,58
4,Development,29,"Desktop Environment",58,2009,58
4,Development,29,"Desktop Environment",58,2008,58
4,Development,29,"Desktop Environment",58,2008,58
4,Development,29,"Desktop Environment",58,2008,58
4,Development,29,"Desktop Environment",58,2008,58
4,Development,29,"Desktop Environment",58,2008,58
4,Development,29,"Desktop Environment",58,2008,58
4,Development,29,"Desktop Environment",58,2008,58
4,Development,29,"Desktop Environment",58,2008,58
4,Development,29,"Desktop Environment",58,2008,58
4,Development,29,"Desktop Environment",58,2008,58
4,Development,29,"Desktop Environment",58,2008,58
4,Development,29,"Desktop Environment",58,2007,58
5,"Home and Education",35,Education,62,2016,62
5,"Home and Education",35,Education,62,2015,62
5,"Home and Education",35,Education,62,2015,62
5,"Home and Education",35,Education,62,2015,62
5,"Home and Education",35,Education,62,2013,62
5,"Home and Education",35,Education,62,2013,62
5,"Home and Education",35,Education,62,2013,62
5,"Home and Education",35,Education,62,2013,62
5,"Home and Education",35,Education,62,2013,62
5,"Home and Education",35,Education,62,2013,62
5,"Home and Education",35,Education,62,2013,62
5,"Home and Education",35,Education,62,2013,62
5,"Home and Education",35,Education,62,2013,62
5,"Home and Education",35,Education,62,2013,62
5,"Home and Education",35,Education,62,2013,62
5,"Home and Education",35,Education,62,2013,62
5,"Home and Education",35,Education,62,2013,62
5,"Home and Education",35,Education,62,2013,62
5,"Home and Education",35,Education,62,2012,62
5,"Home and Education",35,Education,62,2012,62
5,"Home and Education",35,Education,62,2012,62
5,"Home and Education",35,Education,62,2012,62
5,"Home and Education",35,Education,62,2012,62
5,"Home and Education",35,Education,62,2011,62
5,"Home and Education",35,Education,62,2011,62
5,"Home and Education",35,Education,62,2011,62
5,"Home and Education",35,Education,62,2011,62
5,"Home and Education",35,Education,62,2011,62
5,"Home and Education",35,Education,62,2011,62
5,"Home and Education",35,Education,62,2011,62
5,"Home and Education",35,Education,62,2011,62
5,"Home and Education",35,Education,62,2011,62
5,"Home and Education",35,Education,62,2011,62
5,"Home and Education",35,Education,62,2011,62
5,"Home and Education",35,Education,62,2011,62
2,"Business and Enterprise",4,Scheduling,77,2016,77
2,"Business and Enterprise",4,Scheduling,77,2016,77
2,"Business and Enterprise",4,Scheduling,77,2016,77
2,"Business and Enterprise",4,Scheduling,77,2016,77
2,"Business and Enterprise",4,Scheduling,77,2016,77
2,"Business and Enterprise",4,Scheduling,77,2016,77
2,"Business and Enterprise",4,Scheduling,77,2016,77
2,"Business and Enterprise",4,Scheduling,77,2016,77
2,"Business and Enterprise",4,Scheduling,77,2016,77
2,"Business and Enterprise",4,Scheduling,77,2016,77
2,"Business and Enterprise",4,Scheduling,77,2015,77
2,"Business and Enterprise",4,Scheduling,77,2015,77
2,"Business and Enterprise",4,Scheduling,77,2015,77
2,"Business and Enterprise",4,Scheduling,77,2015,77
2,"Business and Enterprise",4,Scheduling,77,2015,77
2,"Business and Enterprise",4,Scheduling,77,2015,77
2,"Business and Enterprise",4,Scheduling,77,2015,77
2,"Business and Enterprise",4,Scheduling,77,2015,77
2,"Business and Enterprise",4,Scheduling,77,2015,77
2,"Business and Enterprise",4,Scheduling,77,2015,77
2,"Business and Enterprise",4,Scheduling,77,2015,77
2,"Business and Enterprise",4,Scheduling,77,2015,77
2,"Business and Enterprise",4,Scheduling,77,2015,77
2,"Business and Enterprise",4,Scheduling,77,2015,77
2,"Business and Enterprise",4,Scheduling,77,2015,77
2,"Business and Enterprise",4,Scheduling,77,2015,77
2,"Business and Enterprise",4,Scheduling,77,2015,77
2,"Business and Enterprise",4,Scheduling,77,2015,77
2,"Business and Enterprise",4,Scheduling,77,2015,77
2,"Business and Enterprise",4,Scheduling,77,2015,77
2,"Business and Enterprise",4,Scheduling,77,2015,77
2,"Business and Enterprise",4,Scheduling,77,2015,77
2,"Business and Enterprise",4,Scheduling,77,2015,77
2,"Business and Enterprise",4,Scheduling,77,2015,77
2,"Business and Enterprise",4,Scheduling,77,2015,77
2,"Business and Enterprise",3,Financial,82,2016,82
2,"Business and Enterprise",3,Financial,82,2016,82
2,"Business and Enterprise",3,Financial,82,2016,82
2,"Business and Enterprise",3,Financial,82,2016,82
2,"Business and Enterprise",3,Financial,82,2016,82
2,"Business and Enterprise",3,Financial,82,2015,82
2,"Business and Enterprise",3,Financial,82,2015,82
2,"Business and Enterprise",3,Financial,82,2015,82
2,"Business and Enterprise",3,Financial,82,2015,82
2,"Business and Enterprise",3,Financial,82,2015,82
2,"Business and Enterprise",3,Financial,82,2015,82
2,"Business and Enterprise",3,Financial,82,2015,82
2,"Business and Enterprise",3,Financial,82,2015,82
2,"Business and Enterprise",3,Financial,82,2015,82
2,"Business and Enterprise",3,Financial,82,2015,82
2,"Business and Enterprise",3,Financial,82,2015,82
2,"Business and Enterprise",3,Financial,82,2015,82
2,"Business and Enterprise",3,Financial,82,2015,82
2,"Business and Enterprise",3,Financial,82,2015,82
2,"Business and Enterprise",3,Financial,82,2015,82
2,"Business and Enterprise",3,Financial,82,2015,82
2,"Business and Enterprise",3,Financial,82,2015,82
2,"Business and Enterprise",3,Financial,82,2015,82
2,"Business and Enterprise",3,Financial,82,2015,82
2,"Business and Enterprise",3,Financial,82,2015,82
2,"Business and Enterprise",3,Financial,82,2015,82
2,"Business and Enterprise",3,Financial,82,2015,82
2,"Business and Enterprise",3,Financial,82,2015,82
2,"Business and Enterprise",3,Financial,82,2015,82
2,"Business and Enterprise",3,Financial,82,2015,82
2,"Business and Enterprise",3,Financial,82,2015,82
2,"Business and Enterprise",3,Financial,82,2015,82
2,"Business and Enterprise",3,Financial,82,2015,82
2,"Business and Enterprise",3,Financial,82,2015,82
2,"Business and Enterprise",3,Financial,82,2015,82
9,"Security and Utilities",89,Cryptography,84,2016,84
9,"Security and Utilities",89,Cryptography,84,2016,84
9,"Security and Utilities",89,Cryptography,84,2016,84
9,"Security and Utilities",89,Cryptography,84,2016,84
9,"Security and Utilities",89,Cryptography,84,2016,84
9,"Security and Utilities",89,Cryptography,84,2016,84
9,"Security and Utilities",89,Cryptography,84,2016,84
9,"Security and Utilities",89,Cryptography,84,2016,84
9,"Security and Utilities",89,Cryptography,84,2016,84
9,"Security and Utilities",89,Cryptography,84,2016,84
9,"Security and Utilities",89,Cryptography,84,2016,84
9,"Security and Utilities",89,Cryptography,84,2016,84
9,"Security and Utilities",89,Cryptography,84,2016,84
9,"Security and Utilities",89,Cryptography,84,2016,84
9,"Security and Utilities",89,Cryptography,84,2016,84
9,"Security and Utilities",89,Cryptography,84,2016,84
9,"Security and Utilities",89,Cryptography,84,2016,84
9,"Security and Utilities",89,Cryptography,84,2016,84
9,"Security and Utilities",89,Cryptography,84,2016,84
9,"Security and Utilities",89,Cryptography,84,2016,84
9,"Security and Utilities",89,Cryptography,84,2016,84
9,"Security and Utilities",89,Cryptography,84,2016,84
9,"Security and Utilities",89,Cryptography,84,2016,84
9,"Security and Utilities",89,Cryptography,84,2016,84
9,"Security and Utilities",89,Cryptography,84,2016,84
9,"Security and Utilities",89,Cryptography,84,2016,84
9,"Security and Utilities",89,Cryptography,84,2016,84
9,"Security and Utilities",89,Cryptography,84,2016,84
9,"Security and Utilities",89,Cryptography,84,2016,84
9,"Security and Utilities",89,Cryptography,84,2016,84
9,"Security and Utilities",89,Cryptography,84,2016,84
9,"Security and Utilities",89,Cryptography,84,2016,84
9,"Security and Utilities",89,Cryptography,84,2016,84
9,"Security and Utilities",89,Cryptography,84,2016,84
6,Games,47,"Side-Scrolling/Arcade Games",85,2016,85
6,Games,47,"Side-Scrolling/Arcade Games",85,2016,85
6,Games,47,"Side-Scrolling/Arcade Games",85,2016,85
6,Games,47,"Side-Scrolling/Arcade Games",85,2016,85
6,Games,47,"Side-Scrolling/Arcade Games",85,2016,85
6,Games,47,"Side-Scrolling/Arcade Games",85,2016,85
6,Games,47,"Side-Scrolling/Arcade Games",85,2016,85
6,Games,47,"Side-Scrolling/Arcade Games",85,2016,85
6,Games,47,"Side-Scrolling/Arcade Games",85,2016,85
6,Games,47,"Side-Scrolling/Arcade Games",85,2016,85
6,Games,47,"Side-Scrolling/Arcade Games",85,2016,85
6,Games,47,"Side-Scrolling/Arcade Games",85,2016,85
6,Games,47,"Side-Scrolling/Arcade Games",85,2016,85
6,Games,47,"Side-Scrolling/Arcade Games",85,2016,85
6,Games,47,"Side-Scrolling/Arcade Games",85,2016,85
6,Games,47,"Side-Scrolling/Arcade Games",85,2016,85
6,Games,47,"Side-Scrolling/Arcade Games",85,2016,85
6,Games,47,"Side-Scrolling/Arcade Games",85,2016,85
6,Games,47,"Side-Scrolling/Arcade Games",85,2016,85
6,Games,47,"Side-Scrolling/Arcade Games",85,2016,85
6,Games,47,"Side-Scrolling/Arcade Games",85,2016,85
6,Games,47,"Side-Scrolling/Arcade Games",85,2016,85
6,Games,47,"Side-Scrolling/Arcade Games",85,2016,85
6,Games,47,"Side-Scrolling/Arcade Games",85,2016,85
6,Games,47,"Side-Scrolling/Arcade Games",85,2016,85
6,Games,47,"Side-Scrolling/Arcade Games",85,2016,85
6,Games,47,"Side-Scrolling/Arcade Games",85,2016,85
6,Games,47,"Side-Scrolling/Arcade Games",85,2016,85
6,Games,47,"Side-Scrolling/Arcade Games",85,2016,85
6,Games,47,"Side-Scrolling/Arcade Games",85,2016,85
6,Games,47,"Side-Scrolling/Arcade Games",85,2016,85
6,Games,47,"Side-Scrolling/Arcade Games",85,2016,85
6,Games,47,"Side-Scrolling/Arcade Games",85,2016,85
6,Games,47,"Side-Scrolling/Arcade Games",85,2016,85
6,Games,47,"Side-Scrolling/Arcade Games",85,2016,85
6,Games,43,Simulation,86,2016,86
6,Games,43,Simulation,86,2016,86
6,Games,43,Simulation,86,2016,86
6,Games,43,Simulation,86,2016,86
6,Games,43,Simulation,86,2016,86
6,Games,43,Simulation,86,2016,86
6,Games,43,Simulation,86,2016,86
6,Games,43,Simulation,86,2016,86
6,Games,43,Simulation,86,2016,86
6,Games,43,Simulation,86,2016,86
6,Games,43,Simulation,86,2016,86
6,Games,43,Simulation,86,2016,86
6,Games,43,Simulation,86,2016,86
6,Games,43,Simulation,86,2016,86
6,Games,43,Simulation,86,2016,86
6,Games,43,Simulation,86,2016,86
6,Games,43,Simulation,86,2016,86
6,Games,43,Simulation,86,2016,86
6,Games,43,Simulation,86,2016,86
6,Games,43,Simulation,86,2016,86
6,Games,43,Simulation,86,2016,86
6,Games,43,Simulation,86,2016,86
6,Games,43,Simulation,86,2016,86
6,Games,43,Simulation,86,2016,86
6,Games,43,Simulation,86,2016,86
6,Games,43,Simulation,86,2016,86
6,Games,43,Simulation,86,2016,86
6,Games,43,Simulation,86,2016,86
6,Games,43,Simulation,86,2016,86
6,Games,43,Simulation,86,2016,86
6,Games,43,Simulation,86,2016,86
6,Games,43,Simulation,86,2016,86
6,Games,43,Simulation,86,2016,86
6,Games,43,Simulation,86,2016,86
6,Games,43,Simulation,86,2016,86
2,"Business and Enterprise",3,Financial,96,2016,96
2,"Business and Enterprise",3,Financial,96,2016,96
2,"Business and Enterprise",3,Financial,96,2016,96
2,"Business and Enterprise",3,Financial,96,2016,96
2,"Business and Enterprise",3,Financial,96,2016,96
2,"Business and Enterprise",3,Financial,96,2016,96
2,"Business and Enterprise",3,Financial,96,2016,96
2,"Business and Enterprise",3,Financial,96,2016,96
2,"Business and Enterprise",3,Financial,96,2016,96
2,"Business and Enterprise",3,Financial,96,2016,96
2,"Business and Enterprise",3,Financial,96,2016,96
2,"Business and Enterprise",3,Financial,96,2016,96
2,"Business and Enterprise",3,Financial,96,2016,96
2,"Business and Enterprise",3,Financial,96,2016,96
2,"Business and Enterprise",3,Financial,96,2016,96
2,"Business and Enterprise",3,Financial,96,2016,96
2,"Business and Enterprise",3,Financial,96,2016,96
2,"Business and Enterprise",3,Financial,96,2016,96
2,"Business and Enterprise",3,Financial,96,2016,96
2,"Business and Enterprise",3,Financial,96,2016,96
2,"Business and Enterprise",3,Financial,96,2016,96
2,"Business and Enterprise",3,Financial,96,2016,96
2,"Business and Enterprise",3,Financial,96,2016,96
2,"Business and Enterprise",3,Financial,96,2016,96
2,"Business and Enterprise",3,Financial,96,2016,96
2,"Business and Enterprise",3,Financial,96,2016,96
2,"Business and Enterprise",3,Financial,96,2016,96
2,"Business and Enterprise",3,Financial,96,2016,96
2,"Business and Enterprise",3,Financial,96,2016,96
2,"Business and Enterprise",3,Financial,96,2016,96
2,"Business and Enterprise",3,Financial,96,2016,96
2,"Business and Enterprise",3,Financial,96,2016,96
2,"Business and Enterprise",3,Financial,96,2016,96
2,"Business and Enterprise",3,Financial,96,2016,96
2,"Business and Enterprise",3,Financial,96,2016,96
10,"System Administration",98,Filesystems,97,2016,97
10,"System Administration",98,Filesystems,97,2016,97
10,"System Administration",98,Filesystems,97,2016,97
10,"System Administration",98,Filesystems,97,2016,97
10,"System Administration",98,Filesystems,97,2016,97
10,"System Administration",98,Filesystems,97,2016,97
10,"System Administration",98,Filesystems,97,2016,97
10,"System Administration",98,Filesystems,97,2016,97
10,"System Administration",98,Filesystems,97,2016,97
10,"System Administration",98,Filesystems,97,2016,97
10,"System Administration",98,Filesystems,97,2016,97
10,"System Administration",98,Filesystems,97,2016,97
10,"System Administration",98,Filesystems,97,2015,97
10,"System Administration",98,Filesystems,97,2015,97
10,"System Administration",98,Filesystems,97,2015,97
10,"System Administration",98,Filesystems,97,2015,97
10,"System Administration",98,Filesystems,97,2015,97
10,"System Administration",98,Filesystems,97,2015,97
10,"System Administration",98,Filesystems,97,2015,97
10,"System Administration",98,Filesystems,97,2015,97
10,"System Administration",98,Filesystems,97,2015,97
10,"System Administration",98,Filesystems,97,2015,97
10,"System Administration",98,Filesystems,97,2015,97
10,"System Administration",98,Filesystems,97,2015,97
10,"System Administration",98,Filesystems,97,2015,97
10,"System Administration",98,Filesystems,97,2015,97
10,"System Administration",98,Filesystems,97,2015,97
10,"System Administration",98,Filesystems,97,2015,97
10,"System Administration",98,Filesystems,97,2015,97
10,"System Administration",98,Filesystems,97,2015,97
10,"System Administration",98,Filesystems,97,2015,97
10,"System Administration",98,Filesystems,97,2015,97
3,Communications,17,Email,98,2015,98
3,Communications,17,Email,98,2015,98
3,Communications,17,Email,98,2015,98
3,Communications,17,Email,98,2015,98
3,Communications,17,Email,98,2015,98
3,Communications,17,Email,98,2015,98
3,Communications,17,Email,98,2015,98
3,Communications,17,Email,98,2015,98
3,Communications,17,Email,98,2015,98
3,Communications,17,Email,98,2015,98
3,Communications,17,Email,98,2015,98
3,Communications,17,Email,98,2015,98
3,Communications,17,Email,98,2015,98
3,Communications,17,Email,98,2015,98
3,Communications,17,Email,98,2015,98
3,Communications,17,Email,98,2015,98
3,Communications,17,Email,98,2015,98
3,Communications,17,Email,98,2015,98
3,Communications,17,Email,98,2015,98
3,Communications,17,Email,98,2015,98
3,Communications,17,Email,98,2015,98
3,Communications,17,Email,98,2015,98
3,Communications,17,Email,98,2015,98
3,Communications,17,Email,98,2015,98
3,Communications,17,Email,98,2014,98
3,Communications,17,Email,98,2014,98
3,Communications,17,Email,98,2014,98
3,Communications,17,Email,98,2014,98
